customer_id,category,affinity_score
CUST0001,Bakery,0.061791172241962206
CUST0001,Beverages,0.04668910104480477
CUST0001,Dairy,0.16151185248155822
CUST0001,Fuel,0.5332382679824338
CUST0001,Grocery,0.06163838864230225
CUST0001,Household,0.07317159165253091
CUST0001,Produce,0.02232207566313958
CUST0001,Snacks,0.039637550291268225
CUST0002,Bakery,0.2495421871156421
CUST0002,Beverages,0.12186477892876338
CUST0002,Dairy,0.0921821047548765
CUST0002,Fuel,0.05519264583959693
CUST0002,Grocery,0.28113810916445725
CUST0002,Household,0.02158325817002396
CUST0002,Produce,0.1784969160266397
CUST0003,Bakery,0.07016104273074883
CUST0003,Dairy,0.14376064082168075
CUST0003,Fuel,0.4557146445616679
CUST0003,Grocery,0.004337268692958218
CUST0003,Household,0.1574255491361746
CUST0003,Produce,0.08853721845432472
CUST0003,Snacks,0.08006363560244495
CUST0004,Bakery,0.11081276463905813
CUST0004,Fuel,0.41959197468853565
CUST0004,Household,0.1236938214114709
CUST0004,Snacks,0.34590143926093525
CUST0005,Beverages,0.2007613398358074
CUST0005,Dairy,0.0917353350353916
CUST0005,Fuel,0.47188546268976167
CUST0005,Grocery,0.10060234517130147
CUST0005,Produce,0.11857332864502912
CUST0005,Snacks,0.016442188622708718
CUST0006,Bakery,0.24468047442025137
CUST0006,Beverages,0.09759249424676934
CUST0006,Fuel,0.17870419543281998
CUST0006,Grocery,0.028075765622234024
CUST0006,Snacks,0.45094707027792535
CUST0007,Bakery,0.15703449988617313
CUST0007,Dairy,0.15311782114696082
CUST0007,Fuel,0.13074049545727354
CUST0007,Grocery,0.235766468676918
CUST0007,Produce,0.32334071483267457
CUST0008,Bakery,0.09650730121009349
CUST0008,Beverages,0.01358931865795316
CUST0008,Fuel,0.4600606610174791
CUST0008,Grocery,0.07880929301772928
CUST0008,Household,0.1818016947562615
CUST0008,Produce,0.08618242081235734
CUST0008,Snacks,0.08304931052812609
CUST0009,Bakery,0.10284479371316307
CUST0009,Dairy,0.0966836935166994
CUST0009,Fuel,0.5280078585461689
CUST0009,Grocery,0.08502161100196463
CUST0009,Household,0.10779567779960707
CUST0009,Produce,0.07964636542239685
CUST0010,Bakery,0.014457352563053692
CUST0010,Beverages,0.17092868329398564
CUST0010,Dairy,0.15880881699820013
CUST0010,Fuel,0.4986325705336481
CUST0010,Produce,0.1387064350996938
CUST0010,Snacks,0.01846614151141862
CUST0011,Bakery,0.08185077638269737
CUST0011,Beverages,0.15049145910869358
CUST0011,Dairy,0.2033727318582744
CUST0011,Grocery,0.27735061960656004
CUST0011,Produce,0.28693441304377465
CUST0012,Bakery,0.012866238283322527
CUST0012,Beverages,0.14800595413547132
CUST0012,Dairy,0.12681276896775334
CUST0012,Fuel,0.08553174556387431
CUST0012,Grocery,0.2203767022342746
CUST0012,Produce,0.30355774332370455
CUST0012,Snacks,0.10284884749159937
CUST0013,Bakery,0.11416571055586863
CUST0013,Beverages,0.07122383533542259
CUST0013,Dairy,0.197195318232864
CUST0013,Fuel,0.3653870322996525
CUST0013,Grocery,0.029344155291313106
CUST0013,Household,0.11331838692283679
CUST0013,Produce,0.0749131391921641
CUST0013,Snacks,0.034452422169878254
CUST0014,Bakery,0.2780307402894461
CUST0014,Beverages,0.025331879689604306
CUST0014,Dairy,0.18563885504179223
CUST0014,Fuel,0.0762735415464204
CUST0014,Grocery,0.07378667065706122
CUST0014,Household,0.11936267698468685
CUST0014,Produce,0.2415756357909888
CUST0015,Bakery,0.2246786953938522
CUST0015,Beverages,0.14052346852622033
CUST0015,Dairy,0.052034147409237314
CUST0015,Fuel,0.21852465680602898
CUST0015,Produce,0.14027330435598362
CUST0015,Snacks,0.22396572750867758
CUST0016,Bakery,0.12878830369996447
CUST0016,Dairy,0.3476639183352964
CUST0016,Fuel,0.2050965655205938
CUST0016,Grocery,0.12803111036326584
CUST0016,Produce,0.19042010208087945
CUST0017,Bakery,0.4083764140325442
CUST0017,Beverages,0.03544381068655691
CUST0017,Dairy,0.17805841170523262
CUST0017,Fuel,0.30830201636748633
CUST0017,Household,0.009986455809694587
CUST0017,Snacks,0.059832891398485334
CUST0018,Bakery,0.28175902037044165
CUST0018,Beverages,0.06769609919519427
CUST0018,Dairy,0.23060828937065986
CUST0018,Fuel,0.02547267896337941
CUST0018,Grocery,0.1415213010384176
CUST0018,Household,0.09017161487414481
CUST0018,Produce,0.09886146302642895
CUST0018,Snacks,0.06390953316133338
CUST0019,Bakery,0.024209453756707234
CUST0019,Beverages,0.019250364060156296
CUST0019,Dairy,0.21755272859260685
CUST0019,Fuel,0.4834106642293951
CUST0019,Grocery,0.1227352834421505
CUST0019,Produce,0.08619370186862348
CUST0019,Snacks,0.046647804050360564
CUST0020,Bakery,0.1660693164319668
CUST0020,Beverages,0.08088553638777926
CUST0020,Dairy,0.2070209109777054
CUST0020,Fuel,0.046325514963511796
CUST0020,Grocery,0.1734963958133411
CUST0020,Household,0.02164743689883729
CUST0020,Produce,0.26860675310763465
CUST0020,Snacks,0.03594813541922382
CUST0021,Bakery,0.049218061529153354
CUST0021,Fuel,0.32346209998816244
CUST0021,Grocery,0.06656012837206855
CUST0021,Household,0.07144642176011785
CUST0021,Produce,0.15084375698746533
CUST0021,Snacks,0.33846953136303254
CUST0022,Bakery,0.05020562726495379
CUST0022,Dairy,0.12985056394804348
CUST0022,Fuel,0.4366491578104429
CUST0022,Grocery,0.13441101022028584
CUST0022,Household,0.24030565848229435
CUST0022,Produce,0.008577982273979668
CUST0023,Bakery,0.0805669251570408
CUST0023,Beverages,0.07472721724765623
CUST0023,Fuel,0.3720472648070792
CUST0023,Grocery,0.07713675438504193
CUST0023,Produce,0.0760003787918644
CUST0023,Snacks,0.3195214596113175
CUST0024,Bakery,0.038193734357805764
CUST0024,Dairy,0.12182652137076748
CUST0024,Grocery,0.4214165376337804
CUST0024,Household,0.13019174773827263
CUST0024,Produce,0.19116343840992533
CUST0024,Snacks,0.09720802048944852
CUST0025,Bakery,0.03587125374152237
CUST0025,Beverages,0.05864244307202667
CUST0025,Dairy,0.041256204296593796
CUST0025,Fuel,0.35361648922062666
CUST0025,Grocery,0.17084075323002312
CUST0025,Household,0.2057268972833706
CUST0025,Produce,0.09107528511347707
CUST0025,Snacks,0.04297067404235972
CUST0026,Bakery,0.1769524988332691
CUST0026,Beverages,0.060959154272264275
CUST0026,Dairy,0.18069111052492745
CUST0026,Fuel,0.17115942617129637
CUST0026,Grocery,0.05836190978633607
CUST0026,Household,0.19886167644015176
CUST0026,Produce,0.15301422397175496
CUST0027,Bakery,0.20626763752917815
CUST0027,Beverages,0.05914596615917035
CUST0027,Dairy,0.2258474723896457
CUST0027,Grocery,0.09815466443693457
CUST0027,Household,0.08679116004134295
CUST0027,Produce,0.2541313916083104
CUST0027,Snacks,0.06966170783541789
CUST0028,Bakery,0.19642893644855994
CUST0028,Dairy,0.08414586782772225
CUST0028,Fuel,0.1294433883199444
CUST0028,Grocery,0.14369084851086447
CUST0028,Household,0.18274871731976045
CUST0028,Produce,0.2635422415731486
CUST0029,Bakery,0.16419860008802692
CUST0029,Beverages,0.12535317251856373
CUST0029,Dairy,0.4071670949696875
CUST0029,Grocery,0.1455922649894226
CUST0029,Household,0.07967855976601876
CUST0029,Produce,0.07801030766828049
CUST0030,Beverages,0.11344681993823386
CUST0030,Dairy,0.2726811583391768
CUST0030,Fuel,0.40601548629656703
CUST0030,Snacks,0.20785653542602234
CUST0031,Bakery,0.11668794895578137
CUST0031,Dairy,0.3323697378327004
CUST0031,Grocery,0.24559622991527294
CUST0031,Household,0.013222748618037676
CUST0031,Produce,0.2921233346782076
CUST0032,Bakery,0.04297810412118806
CUST0032,Beverages,0.06157967850764041
CUST0032,Dairy,0.01205265595025468
CUST0032,Fuel,0.6168551961367996
CUST0032,Grocery,0.08290666137461136
CUST0032,Household,0.056095786200965794
CUST0032,Produce,0.06201627307005358
CUST0032,Snacks,0.06551564463848647
CUST0033,Bakery,0.20837161952232056
CUST0033,Dairy,0.2658570928057221
CUST0033,Fuel,0.029965691167624094
CUST0033,Grocery,0.24946950215834945
CUST0033,Produce,0.075459599531972
CUST0033,Snacks,0.17087649481401176
CUST0034,Bakery,0.3140210687335192
CUST0034,Beverages,0.04183064082211639
CUST0034,Dairy,0.22852327654824953
CUST0034,Fuel,0.0576344143399012
CUST0034,Grocery,0.20063766491909127
CUST0034,Produce,0.09071828461911305
CUST0034,Snacks,0.06663465001800936
CUST0035,Bakery,0.23038125891760958
CUST0035,Dairy,0.06667330302728651
CUST0035,Grocery,0.4666522878853237
CUST0035,Household,0.10990919246551858
CUST0035,Produce,0.12638395770426164
CUST0036,Bakery,0.3068059678575085
CUST0036,Beverages,0.016493499846453066
CUST0036,Dairy,0.014113522366670078
CUST0036,Fuel,0.4416201760671512
CUST0036,Grocery,0.07311393182516122
CUST0036,Household,0.06597399938581226
CUST0036,Snacks,0.08187890265124373
CUST0037,Bakery,0.04594737002097498
CUST0037,Beverages,0.08770987648066148
CUST0037,Dairy,0.019556384196820317
CUST0037,Fuel,0.36237067960968294
CUST0037,Grocery,0.06579254020204887
CUST0037,Household,0.16939577865820912
CUST0037,Produce,0.06037146997132406
CUST0037,Snacks,0.18885590086027826
CUST0038,Bakery,0.29697953639889435
CUST0038,Beverages,0.04067784020670519
CUST0038,Dairy,0.2591773176076103
CUST0038,Grocery,0.15514030591942954
CUST0038,Produce,0.1760495752887559
CUST0038,Snacks,0.07197542457860474
CUST0039,Bakery,0.2127759848368424
CUST0039,Dairy,0.24070488192203268
CUST0039,Fuel,0.01701757082116695
CUST0039,Grocery,0.2868705496644639
CUST0039,Produce,0.182757030889811
CUST0039,Snacks,0.05987398186568311
CUST0040,Bakery,0.04599169118231693
CUST0040,Beverages,0.10973900771249105
CUST0040,Dairy,0.08181601335771646
CUST0040,Fuel,0.43502524449391744
CUST0040,Grocery,0.019629084837401608
CUST0040,Household,0.014540430945376482
CUST0040,Produce,0.17689532479923673
CUST0040,Snacks,0.11636320267154329
CUST0041,Bakery,0.0513191577334444
CUST0041,Beverages,0.05686454539374076
CUST0041,Dairy,0.30248508764995957
CUST0041,Fuel,0.026194660132189393
CUST0041,Grocery,0.14326800882884086
CUST0041,Household,0.05929673296404618
CUST0041,Produce,0.2957479280802135
CUST0041,Snacks,0.06482387921756526
CUST0042,Bakery,0.2851181314758104
CUST0042,Dairy,0.3111959126033353
CUST0042,Fuel,0.05464671627818415
CUST0042,Grocery,0.09336274058676991
CUST0042,Produce,0.24955175094806653
CUST0042,Snacks,0.0061247481078336476
CUST0043,Bakery,0.17288647198332655
CUST0043,Beverages,0.016505761445032702
CUST0043,Dairy,0.2238698703974319
CUST0043,Fuel,0.0608341518338404
CUST0043,Grocery,0.28222696020889726
CUST0043,Household,0.08189636585774861
CUST0043,Produce,0.10465467263972403
CUST0043,Snacks,0.05712574563399851
CUST0044,Bakery,0.15787871209073215
CUST0044,Dairy,0.4416558833443885
CUST0044,Fuel,0.008438176223046224
CUST0044,Grocery,0.25827778563117776
CUST0044,Produce,0.13374944271065536
CUST0045,Bakery,0.08402118168300306
CUST0045,Beverages,0.1379464692137286
CUST0045,Dairy,0.10055988832579735
CUST0045,Fuel,0.15545625587958606
CUST0045,Grocery,0.43870816010681873
CUST0045,Produce,0.06555548811944284
CUST0045,Snacks,0.017752556671623218
CUST0046,Bakery,0.0524200114850908
CUST0046,Beverages,0.12658455683834305
CUST0046,Fuel,0.5982875215345452
CUST0046,Produce,0.2054459900748245
CUST0046,Snacks,0.017261920067196353
CUST0047,Bakery,0.4772310479683599
CUST0047,Dairy,0.21488911965944157
CUST0047,Grocery,0.007269272409907422
CUST0047,Produce,0.3006105599622911
CUST0048,Bakery,0.23289467848521522
CUST0048,Dairy,0.07302114286800439
CUST0048,Fuel,0.3853045345971324
CUST0048,Grocery,0.06266829710259708
CUST0048,Household,0.06729983336606878
CUST0048,Produce,0.09779447637029481
CUST0048,Snacks,0.08101703721068738
CUST0049,Bakery,0.22102557661771433
CUST0049,Beverages,0.039244094770743435
CUST0049,Dairy,0.15501170729081626
CUST0049,Fuel,0.09965102405153003
CUST0049,Grocery,0.22438076954130745
CUST0049,Produce,0.18722694201975437
CUST0049,Snacks,0.0734598857081341
CUST0050,Bakery,0.027854104553499185
CUST0050,Beverages,0.10705461343072391
CUST0050,Dairy,0.12332916480958213
CUST0050,Fuel,0.37840820088534255
CUST0050,Grocery,0.20656261223642022
CUST0050,Household,0.06791520443796328
CUST0050,Produce,0.01313734059723839
CUST0050,Snacks,0.07573875904923041
CUST0051,Beverages,0.37250206929171104
CUST0051,Dairy,0.2521875369516377
CUST0051,Fuel,0.02628000472980963
CUST0051,Produce,0.25452288045406174
CUST0051,Snacks,0.09450750857277995
CUST0052,Dairy,0.06826787496633344
CUST0052,Fuel,0.2363472171612351
CUST0052,Grocery,0.3236109570810691
CUST0052,Household,0.04912942220250637
CUST0052,Produce,0.14344333718848523
CUST0052,Snacks,0.17920119140037072
CUST0053,Bakery,0.1626315789473684
CUST0053,Beverages,0.031447368421052634
CUST0053,Dairy,0.14375
CUST0053,Fuel,0.1856140350877193
CUST0053,Household,0.03629385964912281
CUST0053,Produce,0.4402631578947368
CUST0054,Bakery,0.06990319147138827
CUST0054,Beverages,0.10441129263883492
CUST0054,Dairy,0.15732653026744836
CUST0054,Fuel,0.34985385798036794
CUST0054,Grocery,0.05848637415736032
CUST0054,Household,0.060450421531027726
CUST0054,Produce,0.07838027336160436
CUST0054,Snacks,0.12118805859196809
CUST0055,Bakery,0.34915009804869895
CUST0055,Fuel,0.12413932588221843
CUST0055,Grocery,0.19228976688152374
CUST0055,Household,0.110834601078096
CUST0055,Produce,0.12199368619140159
CUST0055,Snacks,0.10159252191806119
CUST0056,Bakery,0.04494304532236003
CUST0056,Beverages,0.05208680559546661
CUST0056,Dairy,0.12197841354498327
CUST0056,Fuel,0.35071667490430924
CUST0056,Grocery,0.1511109323095668
CUST0056,Household,0.14918562282325082
CUST0056,Produce,0.0584317061115645
CUST0056,Snacks,0.07154679938849873
CUST0057,Bakery,0.08080183359406265
CUST0057,Beverages,0.09194164514133955
CUST0057,Dairy,0.08636810128424346
CUST0057,Grocery,0.1930003274275112
CUST0057,Household,0.10770909884672755
CUST0057,Produce,0.4401789937061157
CUST0058,Bakery,0.1749416325743783
CUST0058,Beverages,0.12462784072654058
CUST0058,Dairy,0.23176687300533338
CUST0058,Grocery,0.18281855762846186
CUST0058,Produce,0.2628943817336732
CUST0058,Snacks,0.022950714331612655
CUST0059,Bakery,0.09814087498340764
CUST0059,Beverages,0.1587166493585589
CUST0059,Dairy,0.039446869314677016
CUST0059,Fuel,0.0791045591898244
CUST0059,Grocery,0.11369474744477673
CUST0059,Produce,0.4010744040415082
CUST0059,Snacks,0.10982189566724708
CUST0060,Bakery,0.22467754578493554
CUST0060,Dairy,0.4812014537162403
CUST0060,Fuel,0.04735266870947054
CUST0060,Grocery,0.04370412598874083
CUST0060,Household,0.07454571367490914
CUST0060,Produce,0.1285184921257037
CUST0061,Bakery,0.038845386897524446
CUST0061,Beverages,0.16452993531443022
CUST0061,Dairy,0.03616555614999271
CUST0061,Fuel,0.377199552550946
CUST0061,Grocery,0.15567822576722926
CUST0061,Household,0.0984825640776227
CUST0061,Produce,0.01644375273576188
CUST0061,Snacks,0.11265502650649288
CUST0062,Bakery,0.28579948854955595
CUST0062,Beverages,0.20625505527096252
CUST0062,Dairy,0.11876925088033204
CUST0062,Grocery,0.21994003120991526
CUST0062,Household,0.015376193860960645
CUST0062,Produce,0.15385998022827355
CUST0063,Bakery,0.2381321296157221
CUST0063,Beverages,0.03983493679692009
CUST0063,Dairy,0.12384483426484422
CUST0063,Fuel,0.0742151987794177
CUST0063,Grocery,0.19400460089962607
CUST0063,Household,0.044024759480461986
CUST0063,Produce,0.28594354016300777
CUST0064,Dairy,0.25354576694782877
CUST0064,Fuel,0.18149015932521084
CUST0064,Grocery,0.27649172133708216
CUST0064,Produce,0.2884723523898782
CUST0065,Bakery,0.0977175232699312
CUST0065,Beverages,0.07779036827195468
CUST0065,Fuel,0.5706758397409956
CUST0065,Grocery,0.2029623634156212
CUST0065,Snacks,0.05085390530149737
CUST0066,Bakery,0.12038569843843332
CUST0066,Beverages,0.04214238985123873
CUST0066,Dairy,0.3193901641209432
CUST0066,Fuel,0.07000028443837643
CUST0066,Grocery,0.3252723497454277
CUST0066,Household,0.027624655118468587
CUST0066,Produce,0.0834599084108428
CUST0066,Snacks,0.011724549876269306
CUST0067,Bakery,0.057839524983608975
CUST0067,Beverages,0.04621344340711601
CUST0067,Dairy,0.2659408445761882
CUST0067,Fuel,0.034518103997562125
CUST0067,Grocery,0.2767496837225623
CUST0067,Produce,0.22425686345125634
CUST0067,Snacks,0.09448153586170595
CUST0068,Bakery,0.07690840422691031
CUST0068,Beverages,0.14675924159768053
CUST0068,Dairy,0.10114574193466346
CUST0068,Fuel,0.007826905225142742
CUST0068,Grocery,0.37255051564745234
CUST0068,Household,0.1289945192588919
CUST0068,Produce,0.12956039624105087
CUST0068,Snacks,0.03625427586820789
CUST0069,Bakery,0.38938945319063867
CUST0069,Dairy,0.1376555048875034
CUST0069,Fuel,0.023507529710342267
CUST0069,Grocery,0.08040768789509975
CUST0069,Household,0.03978955053510484
CUST0069,Produce,0.1911601953842499
CUST0069,Snacks,0.1380900783970611
CUST0070,Dairy,0.1392524754579066
CUST0070,Grocery,0.43861289362968003
CUST0070,Household,0.08810717776550084
CUST0070,Produce,0.12110620033147763
CUST0070,Snacks,0.21292125281543495
CUST0071,Bakery,0.35292214395326055
CUST0071,Beverages,0.05524432858172943
CUST0071,Dairy,0.22346404866234032
CUST0071,Grocery,0.1062454933717899
CUST0071,Household,0.08043522473052675
CUST0071,Produce,0.18168876070035314
CUST0072,Bakery,0.14472141369273428
CUST0072,Fuel,0.494916610337835
CUST0072,Grocery,0.302685850657323
CUST0072,Household,0.025354871639237973
CUST0072,Snacks,0.03232125367286973
CUST0073,Bakery,0.08921617794560151
